# Order ID,SKU,Required Amount,Order Received Time,Deadline Time
432,1239048,3,2016/6/18 0:06,2016/6/18 17:00
433,2316002,2,2016/6/18 0:06,2016/6/18 17:00
434,2289188,6,2016/6/18 0:06,2016/6/18 17:00
435,2024548,1,2016/6/18 0:06,2016/6/18 17:00
436,298104,1,2016/6/18 0:06,2016/6/18 17:00
437,2383233,9,2016/6/18 0:06,2016/6/18 17:00
438,2247314,5,2016/6/18 0:06,2016/6/18 17:00
439,2404560,4,2016/6/18 0:06,2016/6/18 17:00
440,2289188,1,2016/6/18 0:06,2016/6/18 17:00
441,1751060,2,2016/6/18 0:06,2016/6/18 17:00
442,582599,5,2016/6/18 0:06,2016/6/18 17:00
443,1229446,2,2016/6/18 0:06,2016/6/18 17:00
444,653296,9,2016/6/18 0:06,2016/6/18 17:00
445,1848313,2,2016/6/18 0:06,2016/6/18 17:00
446,2949632,1,2016/6/18 0:06,2016/6/18 17:00
447,732354,2,2016/6/18 0:06,2016/6/18 17:00
448,1085002,2,2016/6/18 0:06,2016/6/18 17:00
449,526827,2,2016/6/18 0:06,2016/6/18 17:00
450,1103180,1,2016/6/18 0:06,2016/6/18 17:00
451,1285328,2,2016/6/18 0:06,2016/6/18 17:00
452,645147,4,2016/6/18 0:06,2016/6/18 17:00
453,1592206,20,2016/6/18 0:06,2016/6/18 17:00
454,1187564,1,2016/6/18 0:06,2016/6/18 17:00
455,1279544,9,2016/6/18 0:06,2016/6/18 17:00
456,1335857,2,2016/6/18 0:06,2016/6/18 17:00
457,528420,1,2016/6/18 0:06,2016/6/18 17:00
458,1122741,1,2016/6/18 0:06,2016/6/18 17:00
459,2171945,6,2016/6/18 0:06,2016/6/18 17:00
460,2316002,2,2016/6/18 0:06,2016/6/18 17:00
461,1323098,2,2016/6/18 0:06,2016/6/18 17:00
462,2339892,167,2016/6/18 0:06,2016/6/18 17:00
463,840211,3,2016/6/18 0:06,2016/6/18 17:00
464,901902,3,2016/6/18 0:06,2016/6/18 17:00
465,860498,5,2016/6/18 0:06,2016/6/18 17:00
466,243216,1,2016/6/18 0:06,2016/6/18 17:00
467,646197,2,2016/6/18 0:06,2016/6/18 17:00
468,526827,2,2016/6/18 0:06,2016/6/18 17:00
469,1622955,18,2016/6/18 0:06,2016/6/18 17:00
